snapshot_id,collected_at_kst,observed_hour_kst,service_date,day_of_week,day_name_ko,is_weekend,is_holiday,holiday_name,hour,time_bucket_10m,time_period,route_id,route_name,canonical_route_name,route_type_cd,route_type_name,veh_id,plate_no,station_id,station_seq,station_name,mobile_no,x,y,remain_seat_cnt,crowded,crowded_label,estimated_capacity,seat_scarcity_score,is_no_seat,is_low_seat_2,is_low_seat_5,temperature,precipitation,humidity,wind_speed,cloud_amount,weather_text,weather_imputed,pm10,pm25,o3,khai,air_quality_grade,air_quality_imputed,avg_speed,traffic_volume,delay_time,congestion_level,traffic_imputed,event_count,event_nearby_count,event_imputed,created_at
48,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001002,경기70바202,228000103,3,용인시청,47612,127.1774,37.2402,2,3,혼잡,45,93,0,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
49,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001002,경기70바202,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
50,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001002,경기70바202,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
51,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001003,경기70바302,228000101,1,명지대,47610,127.1901,37.2221,13,1,여유,45,55,0,0,0,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
52,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001003,경기70바302,228000102,2,명지대입구,47611,127.1885,37.2244,4,3,혼잡,45,84,0,0,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
53,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001003,경기70바302,228000103,3,용인시청,47612,127.1774,37.2402,1,3,혼잡,45,97,0,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
54,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001003,경기70바302,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
55,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001003,경기70바302,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
66,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003002,경기70바602,228000101,1,명지대,47610,127.1901,37.2221,10,2,보통,45,63,0,0,0,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
67,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003002,경기70바602,228000102,2,명지대입구,47611,127.1885,37.2244,1,3,혼잡,45,97,0,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
68,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003002,경기70바602,228000103,3,용인시청,47612,127.1774,37.2402,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
69,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003002,경기70바602,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
70,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003002,경기70바602,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
71,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003003,경기70바702,228000101,1,명지대,47610,127.1901,37.2221,9,2,보통,45,66,0,0,0,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
72,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003003,경기70바702,228000102,2,명지대입구,47611,127.1885,37.2244,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
73,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003003,경기70바702,228000103,3,용인시청,47612,127.1774,37.2402,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
74,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003003,경기70바702,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
75,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003003,경기70바702,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
76,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5005001,5005,5005,11,직행좌석형시내버스,5005002,경기70바802,228000101,1,명지대,47610,127.1901,37.2221,8,2,보통,45,70,0,0,0,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
77,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5005001,5005,5005,11,직행좌석형시내버스,5005002,경기70바802,228000102,2,명지대입구,47611,127.1885,37.2244,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
78,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5005001,5005,5005,11,직행좌석형시내버스,5005002,경기70바802,228000103,3,용인시청,47612,127.1774,37.2402,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
79,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5005001,5005,5005,11,직행좌석형시내버스,5005002,경기70바802,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
80,2026-05-21T08:10:00+09:00,2026-05-21T08:00:00+09:00,2026-05-21,3,목,0,1,,8,08:10,morning_peak,5005001,5005,5005,11,직행좌석형시내버스,5005002,경기70바802,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,17.1,0.0,58.0,2.1,4.0,partly_cloudy,0,42.0,20.0,0.034,67.0,보통,0,28.2,1140.0,13.5,4,0,2,1,0,2026-05-20T18:00:09+00:00
81,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000101,1,명지대,47610,127.1901,37.2221,22,1,여유,45,35,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
82,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000102,2,명지대입구,47611,127.1885,37.2244,12,2,보통,45,58,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
83,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000103,3,용인시청,47612,127.1774,37.2402,7,2,보통,45,73,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
84,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000104,4,기흥역,47613,127.1151,37.2757,4,3,혼잡,45,84,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
85,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5000001,5000,5000,11,직행좌석형시내버스,5000003,경기70바103,228000105,5,신갈오거리,47614,127.1067,37.2863,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
96,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000101,1,명지대,47610,127.1901,37.2221,19,1,여유,45,41,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
97,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000102,2,명지대입구,47611,127.1885,37.2244,9,2,보통,45,66,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
98,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000103,3,용인시청,47612,127.1774,37.2402,4,3,혼잡,45,84,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
99,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000104,4,기흥역,47613,127.1151,37.2757,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
100,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001100,5001-1(A),5001-1A,11,직행좌석형시내버스,5001102,경기70바403,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
101,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000101,1,명지대,47610,127.1901,37.2221,18,1,여유,45,43,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
102,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000102,2,명지대입구,47611,127.1885,37.2244,8,2,보통,45,70,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
103,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000103,3,용인시청,47612,127.1774,37.2402,3,3,혼잡,45,89,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
104,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
105,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001101,5001-1(B),5001-1B,11,직행좌석형시내버스,5001103,경기70바503,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
86,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000101,1,명지대,47610,127.1901,37.2221,21,1,여유,45,37,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
87,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000102,2,명지대입구,47611,127.1885,37.2244,11,2,보통,45,61,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
88,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000103,3,용인시청,47612,127.1774,37.2402,6,2,보통,45,77,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
89,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000104,4,기흥역,47613,127.1151,37.2757,3,3,혼잡,45,89,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
90,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001001,5001(A),5001A,11,직행좌석형시내버스,5001003,경기70바203,228000105,5,신갈오거리,47614,127.1067,37.2863,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
91,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000101,1,명지대,47610,127.1901,37.2221,20,1,여유,45,39,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
92,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000102,2,명지대입구,47611,127.1885,37.2244,10,2,보통,45,63,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
93,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000103,3,용인시청,47612,127.1774,37.2402,5,3,혼잡,45,80,0,0,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
94,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000104,4,기흥역,47613,127.1151,37.2757,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
95,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5001002,5001(B),5001B,11,직행좌석형시내버스,5001004,경기70바303,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
106,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000101,1,명지대,47610,127.1901,37.2221,17,1,여유,45,45,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
107,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000102,2,명지대입구,47611,127.1885,37.2244,7,2,보통,45,73,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
108,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000103,3,용인시청,47612,127.1774,37.2402,2,3,혼잡,45,93,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
109,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
110,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003001,5003(A),5003A,11,직행좌석형시내버스,5003003,경기70바603,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
111,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000101,1,명지대,47610,127.1901,37.2221,16,1,여유,45,48,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
112,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000102,2,명지대입구,47611,127.1885,37.2244,6,2,보통,45,77,0,0,0,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
113,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000103,3,용인시청,47612,127.1774,37.2402,1,3,혼잡,45,97,0,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
114,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000104,4,기흥역,47613,127.1151,37.2757,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
115,2026-05-21T17:30:00+09:00,2026-05-21T17:00:00+09:00,2026-05-21,3,목,0,1,,17,17:30,evening_peak,5003002,5003(B),5003B,11,직행좌석형시내버스,5003004,경기70바703,228000105,5,신갈오거리,47614,127.1067,37.2863,0,4,매우혼잡,45,100,1,1,1,22.4,1.2,72.0,3.4,9.0,rain,0,56.0,31.0,0.041,82.0,나쁨,0,24.7,1310.0,18.0,4,0,2,1,0,2026-05-20T18:00:09+00:00
